state,state population,ethnicity,gender,age group,group population
AZ,6392017,Other,Male,20,7922
AR,2915918,Other,Male,20,1075
CA,37253956,Other,Male,20,63958
CO,5029196,Other,Male,20,3365
CT,3574097,Other,Male,20,2147
DE,897934,Other,Male,20,340
DC,601723,Other,Male,20,291
FL,18801310,Other,Male,20,7473
GA,9687653,Other,Male,20,4358
HI,1360301,Other,Male,20,172
ID,1567582,Other,Male,20,894
IL,12830632,Other,Male,20,8275
IN,6483802,Other,Male,20,1779
IA,3046355,Other,Male,20,649
KS,2853118,Other,Male,20,1121
KY,4339367,Other,Male,20,671
LA,4533372,Other,Male,20,814
ME,1328361,Other,Male,20,74
MD,5773552,Other,Male,20,2217
MA,6547629,Other,Male,20,3212
MI,9883640,Other,Male,20,1467
MN,5303925,Other,Male,20,1027
MS,2967297,Other,Male,20,540
MO,5988927,Other,Male,20,948
MT,989415,Other,Male,20,68
NE,1826341,Other,Male,20,801
NV,2700551,Other,Male,20,3069
NH,1316470,Other,Male,20,129
NJ,8791894,Other,Male,20,5658
NM,2059179,Other,Male,20,2825
NY,19378102,Other,Male,20,15056
NC,9535483,Other,Male,20,4288
ND,672591,Other,Male,20,59
OH,11536504,Other,Male,20,1376
OK,3751351,Other,Male,20,1702
OR,3831074,Other,Male,20,2065
PA,12702379,Other,Male,20,3550
RI,1052567,Other,Male,20,753
SC,4625364,Other,Male,20,1417
SD,814180,Other,Male,20,97
TN,6346105,Other,Male,20,1726
TX,25145561,Other,Male,20,26289
UT,2763885,Other,Male,20,1659
VT,625741,Other,Male,20,40
VA,8001024,Other,Male,20,2622
WA,6724540,Other,Male,20,3655
WV,1852994,Other,Male,20,72
WI,5686986,Other,Male,20,1411
WY,563626,Other,Male,20,193
PR,3725789,Other,Male,20,2579
AL,4779736,Other,Male,21,1339
AK,710231,Other,Male,21,117
AZ,6392017,Other,Male,21,7112
AR,2915918,Other,Male,21,1092
CA,37253956,Other,Male,21,61696
CO,5029196,Other,Male,21,3367
CT,3574097,Other,Male,21,2081
DE,897934,Other,Male,21,326
DC,601723,Other,Male,21,296
FL,18801310,Other,Male,21,7305
GA,9687653,Other,Male,21,4387
HI,1360301,Other,Male,21,240
ID,1567582,Other,Male,21,861
IL,12830632,Other,Male,21,8298
IN,6483802,Other,Male,21,1735
IA,3046355,Other,Male,21,644
KS,2853118,Other,Male,21,1119
KY,4339367,Other,Male,21,732
LA,4533372,Other,Male,21,939
ME,1328361,Other,Male,21,53
MD,5773552,Other,Male,21,2214
MA,6547629,Other,Male,21,3192
MI,9883640,Other,Male,21,1383
MN,5303925,Other,Male,21,1020
MS,2967297,Other,Male,21,591
MO,5988927,Other,Male,21,900
MT,989415,Other,Male,21,80
NE,1826341,Other,Male,21,781
NV,2700551,Other,Male,21,2969
NH,1316470,Other,Male,21,129
NJ,8791894,Other,Male,21,5516
NM,2059179,Other,Male,21,2681
NY,19378102,Other,Male,21,14488
NC,9535483,Other,Male,21,4373
ND,672591,Other,Male,21,61
OH,11536504,Other,Male,21,1338
OK,3751351,Other,Male,21,1748
OR,3831074,Other,Male,21,1963
PA,12702379,Other,Male,21,3437
RI,1052567,Other,Male,21,717
SC,4625364,Other,Male,21,1598
SD,814180,Other,Male,21,94
TN,6346105,Other,Male,21,1649
TX,25145561,Other,Male,21,26164
UT,2763885,Other,Male,21,1733
VT,625741,Other,Male,21,35
VA,8001024,Other,Male,21,3001
WA,6724540,Other,Male,21,3739
WV,1852994,Other,Male,21,74
WI,5686986,Other,Male,21,1377
WY,563626,Other,Male,21,183
PR,3725789,Other,Male,21,2333
AL,4779736,Other,Male,22-24,4911
AK,710231,Other,Male,22-24,409
AZ,6392017,Other,Male,22-24,21339
AR,2915918,Other,Male,22-24,3481
CA,37253956,Other,Male,22-24,187344
CO,5029196,Other,Male,22-24,10402
CT,3574097,Other,Male,22-24,6212
DE,897934,Other,Male,22-24,1070
DC,601723,Other,Male,22-24,1050
FL,18801310,Other,Male,22-24,23183
GA,9687653,Other,Male,22-24,14995
HI,1360301,Other,Male,22-24,664
ID,1567582,Other,Male,22-24,2522
IL,12830632,Other,Male,22-24,25376
IN,6483802,Other,Male,22-24,5610
IA,3046355,Other,Male,22-24,1917
KS,2853118,Other,Male,22-24,3471
KY,4339367,Other,Male,22-24,2409
LA,4533372,Other,Male,22-24,3349
ME,1328361,Other,Male,22-24,120
MD,5773552,Other,Male,22-24,7786
MA,6547629,Other,Male,22-24,9151
MI,9883640,Other,Male,22-24,4088
MN,5303925,Other,Male,22-24,3320
MS,2967297,Other,Male,22-24,1975
MO,5988927,Other,Male,22-24,2943
MT,989415,Other,Male,22-24,204
NE,1826341,Other,Male,22-24,2431
NV,2700551,Other,Male,22-24,9363
NH,1316470,Other,Male,22-24,376
NJ,8791894,Other,Male,22-24,17634
NM,2059179,Other,Male,22-24,7824
NY,19378102,Other,Male,22-24,44008
NC,9535483,Other,Male,22-24,15219
ND,672591,Other,Male,22-24,184
OH,11536504,Other,Male,22-24,4392
OK,3751351,Other,Male,22-24,5705
OR,3831074,Other,Male,22-24,6222
PA,12702379,Other,Male,22-24,9637
RI,1052567,Other,Male,22-24,1953
SC,4625364,Other,Male,22-24,5163
SD,814180,Other,Male,22-24,353
TN,6346105,Other,Male,22-24,6149
TX,25145561,Other,Male,22-24,81284
UT,2763885,Other,Male,22-24,5412
VT,625741,Other,Male,22-24,101
VA,8001024,Other,Male,22-24,9671
WA,6724540,Other,Male,22-24,11244
WV,1852994,Other,Male,22-24,244
WI,5686986,Other,Male,22-24,4419
WY,563626,Other,Male,22-24,593
PR,3725789,Other,Male,22-24,6228
AL,4779736,Other,Male,25-29,7986
AK,710231,Other,Male,25-29,588
AZ,6392017,Other,Male,25-29,34842
AR,2915918,Other,Male,25-29,5882
CA,37253956,Other,Male,25-29,305468
CO,5029196,Other,Male,25-29,17618
CT,3574097,Other,Male,25-29,10519
DE,897934,Other,Male,25-29,2005
DC,601723,Other,Male,25-29,1736
FL,18801310,Other,Male,25-29,38112
GA,9687653,Other,Male,25-29,26432
HI,1360301,Other,Male,25-29,1201
ID,1567582,Other,Male,25-29,4038
IL,12830632,Other,Male,25-29,44536
IN,6483802,Other,Male,25-29,10079
IA,3046355,Other,Male,25-29,3183
KS,2853118,Other,Male,25-29,5910
KY,4339367,Other,Male,25-29,4483
LA,4533372,Other,Male,25-29,5869
ME,1328361,Other,Male,25-29,241
MD,5773552,Other,Male,25-29,14682
MA,6547629,Other,Male,25-29,15478
MI,9883640,Other,Male,25-29,7008
MN,5303925,Other,Male,25-29,6116
MS,2967297,Other,Male,25-29,3381
MO,5988927,Other,Male,25-29,4665
MT,989415,Other,Male,25-29,316
NE,1826341,Other,Male,25-29,4210
NV,2700551,Other,Male,25-29,16307
NH,1316470,Other,Male,25-29,669
NJ,8791894,Other,Male,25-29,30188
NM,2059179,Other,Male,25-29,12833
NY,19378102,Other,Male,25-29,72237
NC,9535483,Other,Male,25-29,27011
ND,672591,Other,Male,25-29,259
OH,11536504,Other,Male,25-29,7466
OK,3751351,Other,Male,25-29,9316
OR,3831074,Other,Male,25-29,10832
PA,12702379,Other,Male,25-29,15896
RI,1052567,Other,Male,25-29,3077
SC,4625364,Other,Male,25-29,9356
SD,814180,Other,Male,25-29,533
TN,6346105,Other,Male,25-29,10602
TX,25145561,Other,Male,25-29,132345
UT,2763885,Other,Male,25-29,8690
VT,625741,Other,Male,25-29,130
VA,8001024,Other,Male,25-29,17335
WA,6724540,Other,Male,25-29,18982
WV,1852994,Other,Male,25-29,391
WI,5686986,Other,Male,25-29,8057
WY,563626,Other,Male,25-29,1058
PR,3725789,Other,Male,25-29,9978
AL,4779736,Other,Male,30-34,6497
AK,710231,Other,Male,30-34,503
AZ,6392017,Other,Male,30-34,32812
AR,2915918,Other,Male,30-34,5424
CA,37253956,Other,Male,30-34,278340
CO,5029196,Other,Male,30-34,17009
CT,3574097,Other,Male,30-34,10096
DE,897934,Other,Male,30-34,1634
DC,601723,Other,Male,30-34,1527
FL,18801310,Other,Male,30-34,34257
GA,9687653,Other,Male,30-34,24563
HI,1360301,Other,Male,30-34,974
ID,1567582,Other,Male,30-34,3611
IL,12830632,Other,Male,30-34,42908
IN,6483802,Other,Male,30-34,9773
IA,3046355,Other,Male,30-34,2840
KS,2853118,Other,Male,30-34,5559
KY,4339367,Other,Male,30-34,3702
LA,4533372,Other,Male,30-34,4907
ME,1328361,Other,Male,30-34,218
MD,5773552,Other,Male,30-34,13687
MA,6547629,Other,Male,30-34,14231
MI,9883640,Other,Male,30-34,7010
MN,5303925,Other,Male,30-34,6015
MS,2967297,Other,Male,30-34,2816
MO,5988927,Other,Male,30-34,4342
MT,989415,Other,Male,30-34,277
NE,1826341,Other,Male,30-34,3875
NV,2700551,Other,Male,30-34,15533
NH,1316470,Other,Male,30-34,609
NJ,8791894,Other,Male,30-34,28323
NM,2059179,Other,Male,30-34,11310
NY,19378102,Other,Male,30-34,66770
NC,9535483,Other,Male,30-34,26101
ND,672591,Other,Male,30-34,206
OH,11536504,Other,Male,30-34,6933
OK,3751351,Other,Male,30-34,8360
OR,3831074,Other,Male,30-34,10629
PA,12702379,Other,Male,30-34,14594
RI,1052567,Other,Male,30-34,2673
SC,4625364,Other,Male,30-34,7984
SD,814180,Other,Male,30-34,482
TN,6346105,Other,Male,30-34,9658
TX,25145561,Other,Male,30-34,120558
UT,2763885,Other,Male,30-34,8475
VT,625741,Other,Male,30-34,101
VA,8001024,Other,Male,30-34,15977
WA,6724540,Other,Male,30-34,17597
WV,1852994,Other,Male,30-34,386
WI,5686986,Other,Male,30-34,7757
WY,563626,Other,Male,30-34,895
PR,3725789,Other,Male,30-34,10566
AL,4779736,Other,Male,35-39,4750
AK,710231,Other,Male,35-39,487
AZ,6392017,Other,Male,35-39,29226
AR,2915918,Other,Male,35-39,4423
CA,37253956,Other,Male,35-39,255189
CO,5029196,Other,Male,35-39,15257
CT,3574097,Other,Male,35-39,8626
DE,897934,Other,Male,35-39,1397
DC,601723,Other,Male,35-39,1196
FL,18801310,Other,Male,35-39,29718
GA,9687653,Other,Male,35-39,19683
HI,1360301,Other,Male,35-39,812
ID,1567582,Other,Male,35-39,3240
IL,12830632,Other,Male,35-39,38940
IN,6483802,Other,Male,35-39,7983
IA,3046355,Other,Male,35-39,2480
KS,2853118,Other,Male,35-39,4765
KY,4339367,Other,Male,35-39,2906
LA,4533372,Other,Male,35-39,3763
ME,1328361,Other,Male,35-39,156
MD,5773552,Other,Male,35-39,10653
MA,6547629,Other,Male,35-39,11481
MI,9883640,Other,Male,35-39,6187
MN,5303925,Other,Male,35-39,5066
MS,2967297,Other,Male,35-39,2110
MO,5988927,Other,Male,35-39,3565
MT,989415,Other,Male,35-39,268
NE,1826341,Other,Male,35-39,3356
NV,2700551,Other,Male,35-39,14229
NH,1316470,Other,Male,35-39,495
NJ,8791894,Other,Male,35-39,25019
NM,2059179,Other,Male,35-39,10361
NY,19378102,Other,Male,35-39,58818
NC,9535483,Other,Male,35-39,21025
ND,672591,Other,Male,35-39,149
OH,11536504,Other,Male,35-39,5487
OK,3751351,Other,Male,35-39,6812
OR,3831074,Other,Male,35-39,9671
PA,12702379,Other,Male,35-39,12689
RI,1052567,Other,Male,35-39,2379
SC,4625364,Other,Male,35-39,5974
SD,814180,Other,Male,35-39,330
TN,6346105,Other,Male,35-39,7171
TX,25145561,Other,Male,35-39,108097
UT,2763885,Other,Male,35-39,7383
VT,625741,Other,Male,35-39,73
VA,8001024,Other,Male,35-39,13221
WA,6724540,Other,Male,35-39,15360
WV,1852994,Other,Male,35-39,330
WI,5686986,Other,Male,35-39,6414
WY,563626,Other,Male,35-39,757
PR,3725789,Other,Male,35-39,10157
AL,4779736,Other,Male,40-44,3269
AK,710231,Other,Male,40-44,474
AZ,6392017,Other,Male,40-44,25791
AR,2915918,Other,Male,40-44,3625
CA,37253956,Other,Male,40-44,232933
CO,5029196,Other,Male,40-44,12951
CT,3574097,Other,Male,40-44,7725
DE,897934,Other,Male,40-44,1093
DC,601723,Other,Male,40-44,934
FL,18801310,Other,Male,40-44,25960
GA,9687653,Other,Male,40-44,14825
HI,1360301,Other,Male,40-44,709
ID,1567582,Other,Male,40-44,2736
IL,12830632,Other,Male,40-44,32362
IN,6483802,Other,Male,40-44,6176
IA,3046355,Other,Male,40-44,2158
KS,2853118,Other,Male,40-44,4067
KY,4339367,Other,Male,40-44,2004
LA,4533372,Other,Male,40-44,2870
ME,1328361,Other,Male,40-44,142
MD,5773552,Other,Male,40-44,8397
MA,6547629,Other,Male,40-44,10704
MI,9883640,Other,Male,40-44,5231
MN,5303925,Other,Male,40-44,3673
MS,2967297,Other,Male,40-44,1573
MO,5988927,Other,Male,40-44,2776
MT,989415,Other,Male,40-44,203
NE,1826341,Other,Male,40-44,2965
NV,2700551,Other,Male,40-44,12617
NH,1316470,Other,Male,40-44,491
NJ,8791894,Other,Male,40-44,22226
NM,2059179,Other,Male,40-44,10335
NY,19378102,Other,Male,40-44,53864
NC,9535483,Other,Male,40-44,15079
ND,672591,Other,Male,40-44,114
OH,11536504,Other,Male,40-44,4323
OK,3751351,Other,Male,40-44,5611
OR,3831074,Other,Male,40-44,7785
PA,12702379,Other,Male,40-44,11092
RI,1052567,Other,Male,40-44,2220
SC,4625364,Other,Male,40-44,4419
SD,814180,Other,Male,40-44,309
TN,6346105,Other,Male,40-44,5083
TX,25145561,Other,Male,40-44,95012
UT,2763885,Other,Male,40-44,5930
VT,625741,Other,Male,40-44,60
VA,8001024,Other,Male,40-44,10262
WA,6724540,Other,Male,40-44,12550
WV,1852994,Other,Male,40-44,262
WI,5686986,Other,Male,40-44,4821
WY,563626,Other,Male,40-44,628
PR,3725789,Other,Male,40-44,9544
AL,4779736,Other,Male,45-49,2283
AK,710231,Other,Male,45-49,425
AZ,6392017,Other,Male,45-49,22270
AR,2915918,Other,Male,45-49,2662
CA,37253956,Other,Male,45-49,193333
CO,5029196,Other,Male,45-49,10835
CT,3574097,Other,Male,45-49,6365
DE,897934,Other,Male,45-49,814
DC,601723,Other,Male,45-49,754
FL,18801310,Other,Male,45-49,22024
GA,9687653,Other,Male,45-49,10303
HI,1360301,Other,Male,45-49,635
ID,1567582,Other,Male,45-49,2412
IL,12830632,Other,Male,45-49,25253
IN,6483802,Other,Male,45-49,4440
IA,3046355,Other,Male,45-49,1550
KS,2853118,Other,Male,45-49,3239
KY,4339367,Other,Male,45-49,1445
LA,4533372,Other,Male,45-49,2385
ME,1328361,Other,Male,45-49,132
MD,5773552,Other,Male,45-49,6149
MA,6547629,Other,Male,45-49,9179
MI,9883640,Other,Male,45-49,4151
MN,5303925,Other,Male,45-49,2674
MS,2967297,Other,Male,45-49,1129
MO,5988927,Other,Male,45-49,2177
MT,989415,Other,Male,45-49,237
NE,1826341,Other,Male,45-49,2144
NV,2700551,Other,Male,45-49,9687
NH,1316470,Other,Male,45-49,379
NJ,8791894,Other,Male,45-49,18614
NM,2059179,Other,Male,45-49,10928
NY,19378102,Other,Male,45-49,45643
NC,9535483,Other,Male,45-49,10135
ND,672591,Other,Male,45-49,117
OH,11536504,Other,Male,45-49,3579
OK,3751351,Other,Male,45-49,4409
OR,3831074,Other,Male,45-49,5686
PA,12702379,Other,Male,45-49,8973
RI,1052567,Other,Male,45-49,1799
SC,4625364,Other,Male,45-49,2884
SD,814180,Other,Male,45-49,242
TN,6346105,Other,Male,45-49,3430
TX,25145561,Other,Male,45-49,82103
UT,2763885,Other,Male,45-49,4368
VT,625741,Other,Male,45-49,53
VA,8001024,Other,Male,45-49,7645
WA,6724540,Other,Male,45-49,9567
WV,1852994,Other,Male,45-49,210
WI,5686986,Other,Male,45-49,3535
WY,563626,Other,Male,45-49,593
PR,3725789,Other,Male,45-49,9742
AL,4779736,Other,Male,50-54,1505
AK,710231,Other,Male,50-54,354
AZ,6392017,Other,Male,50-54,17067
AR,2915918,Other,Male,50-54,1936
CA,37253956,Other,Male,50-54,151417
CO,5029196,Other,Male,50-54,8625
CT,3574097,Other,Male,50-54,4554
DE,897934,Other,Male,50-54,541
DC,601723,Other,Male,50-54,584
FL,18801310,Other,Male,50-54,16404
GA,9687653,Other,Male,50-54,6500
HI,1360301,Other,Male,50-54,530
ID,1567582,Other,Male,50-54,1773
IL,12830632,Other,Male,50-54,19860
IN,6483802,Other,Male,50-54,3387
IA,3046355,Other,Male,50-54,1133
KS,2853118,Other,Male,50-54,2446
KY,4339367,Other,Male,50-54,952
LA,4533372,Other,Male,50-54,1776
ME,1328361,Other,Male,50-54,92
MD,5773552,Other,Male,50-54,4227
MA,6547629,Other,Male,50-54,6955
MI,9883640,Other,Male,50-54,3280
MN,5303925,Other,Male,50-54,1854
MS,2967297,Other,Male,50-54,803
MO,5988927,Other,Male,50-54,1619
MT,989415,Other,Male,50-54,211
NE,1826341,Other,Male,50-54,1545
NV,2700551,Other,Male,50-54,6910
NH,1316470,Other,Male,50-54,291
NJ,8791894,Other,Male,50-54,13959
NM,2059179,Other,Male,50-54,9894
NY,19378102,Other,Male,50-54,35923
NC,9535483,Other,Male,50-54,6571
ND,672591,Other,Male,50-54,97
OH,11536504,Other,Male,50-54,2704
OK,3751351,Other,Male,50-54,3260
OR,3831074,Other,Male,50-54,4051
PA,12702379,Other,Male,50-54,6781
RI,1052567,Other,Male,50-54,1368
SC,4625364,Other,Male,50-54,1875
SD,814180,Other,Male,50-54,194
TN,6346105,Other,Male,50-54,2287
TX,25145561,Other,Male,50-54,63584
UT,2763885,Other,Male,50-54,3197
VT,625741,Other,Male,50-54,46
VA,8001024,Other,Male,50-54,5221
WA,6724540,Other,Male,50-54,7220
WV,1852994,Other,Male,50-54,133
WI,5686986,Other,Male,50-54,2682
WY,563626,Other,Male,50-54,463
PR,3725789,Other,Male,50-54,8926
AL,4779736,Other,Male,55-59,950
AK,710231,Other,Male,55-59,259
AZ,6392017,Other,Male,55-59,11782
AR,2915918,Other,Male,55-59,1192
CA,37253956,Other,Male,55-59,103332
CO,5029196,Other,Male,55-59,6154
CT,3574097,Other,Male,55-59,2841
DE,897934,Other,Male,55-59,370
DC,601723,Other,Male,55-59,373
FL,18801310,Other,Male,55-59,10697
GA,9687653,Other,Male,55-59,3822
HI,1360301,Other,Male,55-59,380
ID,1567582,Other,Male,55-59,1280
IL,12830632,Other,Male,55-59,13826
IN,6483802,Other,Male,55-59,2088
IA,3046355,Other,Male,55-59,716
KS,2853118,Other,Male,55-59,1581
KY,4339367,Other,Male,55-59,528
LA,4533372,Other,Male,55-59,1200
ME,1328361,Other,Male,55-59,74
MD,5773552,Other,Male,55-59,2528
MA,6547629,Other,Male,55-59,4785
MI,9883640,Other,Male,55-59,2363
MN,5303925,Other,Male,55-59,1143
MS,2967297,Other,Male,55-59,433
MO,5988927,Other,Male,55-59,1030
MT,989415,Other,Male,55-59,156
NE,1826341,Other,Male,55-59,1019
NV,2700551,Other,Male,55-59,4519
NH,1316470,Other,Male,55-59,169
NJ,8791894,Other,Male,55-59,9440
NM,2059179,Other,Male,55-59,7297
NY,19378102,Other,Male,55-59,26066
NC,9535483,Other,Male,55-59,3570
ND,672591,Other,Male,55-59,44
OH,11536504,Other,Male,55-59,1969
OK,3751351,Other,Male,55-59,2057
OR,3831074,Other,Male,55-59,2549
PA,12702379,Other,Male,55-59,4488
RI,1052567,Other,Male,55-59,931
SC,4625364,Other,Male,55-59,1089
SD,814180,Other,Male,55-59,81
TN,6346105,Other,Male,55-59,1413
TX,25145561,Other,Male,55-59,42830
UT,2763885,Other,Male,55-59,2127
VT,625741,Other,Male,55-59,36
VA,8001024,Other,Male,55-59,3000
WA,6724540,Other,Male,55-59,4554
WV,1852994,Other,Male,55-59,88
WI,5686986,Other,Male,55-59,1546
WY,563626,Other,Male,55-59,326
PR,3725789,Other,Male,55-59,7661
AL,4779736,Other,Male,60-61,233
AK,710231,Other,Male,60-61,93
AZ,6392017,Other,Male,60-61,3607
AR,2915918,Other,Male,60-61,318
CA,37253956,Other,Male,60-61,30663
CO,5029196,Other,Male,60-61,1836
CT,3574097,Other,Male,60-61,854
DE,897934,Other,Male,60-61,99
DC,601723,Other,Male,60-61,135
FL,18801310,Other,Male,60-61,3333
GA,9687653,Other,Male,60-61,1079
HI,1360301,Other,Male,60-61,120
ID,1567582,Other,Male,60-61,351
IL,12830632,Other,Male,60-61,3967
IN,6483802,Other,Male,60-61,608
IA,3046355,Other,Male,60-61,211
KS,2853118,Other,Male,60-61,443
KY,4339367,Other,Male,60-61,130
LA,4533372,Other,Male,60-61,361
ME,1328361,Other,Male,60-61,31
MD,5773552,Other,Male,60-61,717
MA,6547629,Other,Male,60-61,1441
MI,9883640,Other,Male,60-61,740
MN,5303925,Other,Male,60-61,292
MS,2967297,Other,Male,60-61,133
MO,5988927,Other,Male,60-61,308
MT,989415,Other,Male,60-61,37
NE,1826341,Other,Male,60-61,312
NV,2700551,Other,Male,60-61,1284
NH,1316470,Other,Male,60-61,47
NJ,8791894,Other,Male,60-61,2989
NM,2059179,Other,Male,60-61,2456
NY,19378102,Other,Male,60-61,8501
NC,9535483,Other,Male,60-61,953
ND,672591,Other,Male,60-61,22
OH,11536504,Other,Male,60-61,566
OK,3751351,Other,Male,60-61,604
OR,3831074,Other,Male,60-61,745
PA,12702379,Other,Male,60-61,1325
RI,1052567,Other,Male,60-61,299
SC,4625364,Other,Male,60-61,299
SD,814180,Other,Male,60-61,22
TN,6346105,Other,Male,60-61,395
TX,25145561,Other,Male,60-61,13038
UT,2763885,Other,Male,60-61,585
VT,625741,Other,Male,60-61,14
VA,8001024,Other,Male,60-61,815
WA,6724540,Other,Male,60-61,1288
WV,1852994,Other,Male,60-61,18
WI,5686986,Other,Male,60-61,463
WY,563626,Other,Male,60-61,107
PR,3725789,Other,Male,60-61,2860
AL,4779736,Other,Male,62-64,248
AK,710231,Other,Male,62-64,83
AZ,6392017,Other,Male,62-64,4301
AR,2915918,Other,Male,62-64,383
CA,37253956,Other,Male,62-64,36432
CO,5029196,Other,Male,62-64,2214
CT,3574097,Other,Male,62-64,1081
DE,897934,Other,Male,62-64,124
DC,601723,Other,Male,62-64,151
FL,18801310,Other,Male,62-64,3945
GA,9687653,Other,Male,62-64,1178
HI,1360301,Other,Male,62-64,157
ID,1567582,Other,Male,62-64,419
IL,12830632,Other,Male,62-64,4690
IN,6483802,Other,Male,62-64,677
IA,3046355,Other,Male,62-64,259
KS,2853118,Other,Male,62-64,531
KY,4339367,Other,Male,62-64,147
LA,4533372,Other,Male,62-64,388
ME,1328361,Other,Male,62-64,23
MD,5773552,Other,Male,62-64,800
MA,6547629,Other,Male,62-64,1750
MI,9883640,Other,Male,62-64,894
MN,5303925,Other,Male,62-64,352
MS,2967297,Other,Male,62-64,139
MO,5988927,Other,Male,62-64,336
MT,989415,Other,Male,62-64,54
NE,1826341,Other,Male,62-64,338
NV,2700551,Other,Male,62-64,1548
NH,1316470,Other,Male,62-64,56
NJ,8791894,Other,Male,62-64,3595
NM,2059179,Other,Male,62-64,3008
NY,19378102,Other,Male,62-64,10338
NC,9535483,Other,Male,62-64,1074
ND,672591,Other,Male,62-64,21
OH,11536504,Other,Male,62-64,665
OK,3751351,Other,Male,62-64,659
OR,3831074,Other,Male,62-64,880
PA,12702379,Other,Male,62-64,1641
RI,1052567,Other,Male,62-64,349
SC,4625364,Other,Male,62-64,323
SD,814180,Other,Male,62-64,35
TN,6346105,Other,Male,62-64,428
TX,25145561,Other,Male,62-64,15145
UT,2763885,Other,Male,62-64,647
VT,625741,Other,Male,62-64,14
VA,8001024,Other,Male,62-64,950
WA,6724540,Other,Male,62-64,1557
WV,1852994,Other,Male,62-64,22
WI,5686986,Other,Male,62-64,549
WY,563626,Other,Male,62-64,151
PR,3725789,Other,Male,62-64,3911
AL,4779736,Other,Male,65-66,149
AK,710231,Other,Male,65-66,38
AZ,6392017,Other,Male,65-66,2161
AR,2915918,Other,Male,65-66,176
CA,37253956,Other,Male,65-66,18550
CO,5029196,Other,Male,65-66,1136
CT,3574097,Other,Male,65-66,529
DE,897934,Other,Male,65-66,55
DC,601723,Other,Male,65-66,85
FL,18801310,Other,Male,65-66,2066
GA,9687653,Other,Male,65-66,538
HI,1360301,Other,Male,65-66,87
ID,1567582,Other,Male,65-66,202
IL,12830632,Other,Male,65-66,2461
IN,6483802,Other,Male,65-66,316
IA,3046355,Other,Male,65-66,113
KS,2853118,Other,Male,65-66,242
KY,4339367,Other,Male,65-66,80
LA,4533372,Other,Male,65-66,204
ME,1328361,Other,Male,65-66,13
MD,5773552,Other,Male,65-66,393
MA,6547629,Other,Male,65-66,829
MI,9883640,Other,Male,65-66,455
MN,5303925,Other,Male,65-66,174
MS,2967297,Other,Male,65-66,61
MO,5988927,Other,Male,65-66,170
MT,989415,Other,Male,65-66,21
NE,1826341,Other,Male,65-66,146
NV,2700551,Other,Male,65-66,795
NH,1316470,Other,Male,65-66,24
NJ,8791894,Other,Male,65-66,1745
NM,2059179,Other,Male,65-66,1582
NY,19378102,Other,Male,65-66,5319
NC,9535483,Other,Male,65-66,569
ND,672591,Other,Male,65-66,4
OH,11536504,Other,Male,65-66,321
OK,3751351,Other,Male,65-66,392
OR,3831074,Other,Male,65-66,402
PA,12702379,Other,Male,65-66,832
RI,1052567,Other,Male,65-66,185
SC,4625364,Other,Male,65-66,151
